NAME OF ISSUER,TITLE OF CLASS,CUSIP,VALUE (x$1000),SHRS OR PRN AMT,SH/PRN,PUT/CALL,INVESTMENT DISCRETION,OTHER MANAGER,VOTING AUTHORITY SOLE,VOTING AUTHORITY SHARED,VOTING AUTHORITY NONE,Filing Date
DISNEY,COMMON STOCK,254687106,156,1755,SH,,OTR,,1755,0,0,0001291422-14-000004
DOW CHEMICAL COMPANY,COMMON STOCK,260543103,3724,71007,SH,,SOLE,,67112,0,3895,0001291422-14-000004
DOW CHEMICAL COMPANY,COMMON STOCK,260543103,30,565,SH,,DFND,,565,0,0,0001291422-14-000004
DRIL-QUIP INC,COMMON STOCK,262037104,5609,62746,SH,,SOLE,,61676,0,1070,0001291422-14-000004
DRIL-QUIP INC,COMMON STOCK,262037104,68,760,SH,,OTR,,760,0,0,0001291422-14-000004
E.I. DUPONT DE NEMOURS,COMMON STOCK,263534109,2467,34384,SH,,SOLE,,34384,0,0,0001291422-14-000004
EASTMAN CHEM CO COM,COMMON STOCK,277432100,277,3430,SH,,SOLE,,3430,0,0,0001291422-14-000004
EII INTERNATIONAL PROPERTY FUND,MUTUAL FUNDS -,26852M105,600,32572,SH,,SOLE,,32572,0,0,0001291422-14-000004
ELI LILY & CO,COMMON STOCK,532457108,3389,52255,SH,,SOLE,,49485,0,2770,0001291422-14-000004
ELI LILY & CO,COMMON STOCK,532457108,27,415,SH,,DFND,,415,0,0,0001291422-14-000004
ELI LILY & CO,CORPORATE BONDS,532457BB3,549,500000,PRN,,SOLE,,500000,0,0,0001291422-14-000004
ELK GROVE PK DIST,MUNICIPAL OBLIG,287317GY1,567,550000,PRN,,SOLE,,425000,0,125000,0001291422-14-000004
EMERSON,COMMON STOCK,291011104,3002,47975,SH,,SOLE,,45515,0,2460,0001291422-14-000004
EMERSON,COMMON STOCK,291011104,23,370,SH,,DFND,,370,0,0,0001291422-14-000004
ENI SPA,COMMON STOCK,26874R108,2343,49585,SH,,SOLE,,46827,0,2758,0001291422-14-000004
ENI SPA,COMMON STOCK,26874R108,19,409,SH,,DFND,,409,0,0,0001291422-14-000004
ENSCO PLC NEW,COMMON STOCK,G3157S106,2129,51545,SH,,SOLE,,48580,0,2965,0001291422-14-000004
ENSCO PLC NEW,COMMON STOCK,G3157S106,16,385,SH,,DFND,,385,0,0,0001291422-14-000004
ENTERGY CORPORATION,COMMON STOCK,29364G103,387,5000,SH,,SOLE,,5000,0,0,0001291422-14-000004
EURONET WORLDWIDE INC,COMMON STOCK,298736109,357,7470,SH,,SOLE,,7470,0,0,0001291422-14-000004
EXXON MOBIL CORP COM,COMMON STOCK,30231G102,3969,42204,SH,,SOLE,,41514,0,690,0001291422-14-000004
EXXON MOBIL CORP COM,COMMON STOCK,30231G102,311,3305,SH,,OTR,,3305,0,0,0001291422-14-000004
FEDERATED MID CAP INDEX FUND 153,MUTUAL FUNDS -,31420E882,16346,577405,SH,,SOLE,,551673,0,25732,0001291422-14-000004
FEDERATED MID CAP INDEX FUND 153,MUTUAL FUNDS -,31420E882,323,11394,SH,,OTR,,11394,0,0,0001291422-14-000004
FIFTH THIRD BANK,CORPORATE BONDS,31677QBA6,234,235000,PRN,,SOLE,,235000,0,0,0001291422-14-000004
FIRST AMERICAN BANK CORPORATION,COMMON STOCK,31847G106,1500,7465,SH,,SOLE,,6845,0,620,0001291422-14-000004
FIRST REPUBIC BANK/CA,COMMON STOCK,33616C100,8556,173265,SH,,SOLE,,166655,0,6610,0001291422-14-000004
FIRST REPUBIC BANK/CA,COMMON STOCK,33616C100,137,2765,SH,,OTR,,2765,0,0,0001291422-14-000004
FLEETCOR TECHNOLOGIES INC,COMMON STOCK,339041105,414,2915,SH,,SOLE,,2915,0,0,0001291422-14-000004
FLORIDA ST,MUNICIPAL OBLIG,34074GDG6,854,850000,PRN,,SOLE,,850000,0,0,0001291422-14-000004
FRANKLIN STREET PROPERTIES CORP,COMMON STOCK,35471R106,276,24571,SH,,SOLE,,24571,0,0,0001291422-14-000004
GARMIN LTD,COMMON STOCK,H2906T109,2506,48207,SH,,SOLE,,45532,0,2675,0001291422-14-000004
GARMIN LTD,COMMON STOCK,H2906T109,20,390,SH,,DFND,,390,0,0,0001291422-14-000004
GENERAL ELEC CO COM,COMMON STOCK,369604103,7976,311304,SH,,SOLE,,302234,0,9070,0001291422-14-000004
GENERAL ELEC CO COM,COMMON STOCK,369604103,31,1200,SH,,DFND,,1200,0,0,0001291422-14-000004
GENERAL ELEC CO COM,COMMON STOCK,369604103,144,5621,SH,,OTR,,5621,0,0,0001291422-14-000004
GENERAL ELECTRIC CAPITAL CORP,CORPORATE BONDS,36962G5C4,259,250000,PRN,,SOLE,,250000,0,0,0001291422-14-000004
GENERAL ELECTRIC CAPITAL CORP,CORPORATE BONDS,36962G5N0,1039,1000000,PRN,,SOLE,,1000000,0,0,0001291422-14-000004
GENERAL ELECTRIC CAPITAL CORP,CORPORATE BONDS,36962G6K5,225,225000,PRN,,SOLE,,225000,0,0,0001291422-14-000004
GENERAL ELECTRIC CAPITAL CORP,CORPORATE BONDS,36962G6R0,502,500000,PRN,,SOLE,,500000,0,0,0001291422-14-000004
GENUINE PARTS COMPANY,COMMON STOCK,372460105,573,6538,SH,,SOLE,,6538,0,0,0001291422-14-000004
"GILEAD SCIENCES, INC.",COMMON STOCK,375558103,25114,235919,SH,,SOLE,,227969,0,7950,0001291422-14-000004
"GILEAD SCIENCES, INC.",COMMON STOCK,375558103,330,3099,SH,,OTR,,3099,0,0,0001291422-14-000004
GOLDMAN SACHS GROUP INC,COMMON STOCK,38141G104,10593,57706,SH,,SOLE,,55556,0,2150,0001291422-14-000004
GOLDMAN SACHS GROUP INC,COMMON STOCK,38141G104,152,829,SH,,OTR,,829,0,0,0001291422-14-000004
GOLDMAN SACHS GROUP INC,CORPORATE BONDS,38141GFG4,560,500000,PRN,,SOLE,,500000,0,0,0001291422-14-000004
GOLDMAN SACHS GROUP INC,CORPORATE BONDS,38141GGT5,356,350000,PRN,,SOLE,,350000,0,0,0001291422-14-000004
GOOGLE INC.,COMMON STOCK,38259P508,7010,11914,SH,,SOLE,,11561,0,353,0001291422-14-000004
GOOGLE INC.,COMMON STOCK,38259P508,98,167,SH,,OTR,,167,0,0,0001291422-14-000004
GOOGLE INC.,COMMON STOCK,38259P706,7058,12224,SH,,SOLE,,11871,0,353,0001291422-14-000004
GOOGLE INC.,COMMON STOCK,38259P706,96,167,SH,,OTR,,167,0,0,0001291422-14-000004
GRAINGER W W INC COM,COMMON STOCK,384802104,4049,16090,SH,,SOLE,,16090,0,0,0001291422-14-000004
HENDERSON NV,MUNICIPAL OBLIG,4252003D2,254,250000,PRN,,SOLE,,250000,0,0,0001291422-14-000004
HODGES,MUTUAL FUNDS -,742935224,6279,315388,SH,,SOLE,,295789,0,19599,0001291422-14-000004
HODGES,MUTUAL FUNDS -,742935299,11974,614707,SH,,SOLE,,614707,0,0,0001291422-14-000004
HODGES,MUTUAL FUNDS -,742935299,212,10864,SH,,DFND,,10864,0,0,0001291422-14-000004
HOME DEPOT INC COM,COMMON STOCK,437076102,422,4600,SH,,SOLE,,4600,0,0,0001291422-14-000004
IBM CORP,COMMON STOCK,459200101,238,1255,SH,,SOLE,,1255,0,0,0001291422-14-000004
IBM CORP,COMMON STOCK,459200101,120,630,SH,,OTR,,630,0,0,0001291422-14-000004
IBM CORP,CORPORATE BONDS,459200GU9,305,300000,PRN,,SOLE,,300000,0,0,0001291422-14-000004
IBM CORP,CORPORATE BONDS,459200HE4,495,500000,PRN,,SOLE,,500000,0,0,0001291422-14-000004
ILLINOIS TOOL,COMMON STOCK,452308109,1806,21396,SH,,SOLE,,21396,0,0,0001291422-14-000004
ILLINOIS TOOL,COMMON STOCK,452308109,283,3350,SH,,OTR,,3350,0,0,0001291422-14-000004
INGREDION INCORPORATED,COMMON STOCK,457187102,265,3500,SH,,SOLE,,3500,0,0,0001291422-14-000004
INNOPHOS HOLDINGS INC,COMMON STOCK,45774N108,2869,52070,SH,,SOLE,,49145,0,2925,0001291422-14-000004
INNOPHOS HOLDINGS INC,COMMON STOCK,45774N108,23,415,SH,,DFND,,415,0,0,0001291422-14-000004
INTEL CORP COM,COMMON STOCK,458140100,4218,121150,SH,,SOLE,,115875,0,5275,0001291422-14-000004
INTEL CORP COM,COMMON STOCK,458140100,26,745,SH,,DFND,,745,0,0,0001291422-14-000004
INTEL CORP COM,COMMON STOCK,458140100,17,500,SH,,OTR,,500,0,0,0001291422-14-000004
INVESCO,MUTUAL FUNDS -,00141T262,521,23931,SH,,SOLE,,23931,0,0,0001291422-14-000004
INVESCO,MUTUAL FUNDS -,00141T262,27,1248,SH,,DFND,,1248,0,0,0001291422-14-000004
INVESCO,MUTUAL FUNDS -,00141V770,211,9326,SH,,SOLE,,9326,0,0,0001291422-14-000004
INVESCO LIMITED,COMMON STOCK,G491BT108,12427,314757,SH,,SOLE,,305582,0,9175,0001291422-14-000004
INVESCO LIMITED,COMMON STOCK,G491BT108,162,4103,SH,,OTR,,4103,0,0,0001291422-14-000004
JOHN DEER CAPITAL CORP,CORPORATE BONDS,24422ERZ4,702,700000,PRN,,SOLE,,700000,0,0,0001291422-14-000004
JOHNSON & JOHNSON COM,COMMON STOCK,478160104,3271,30683,SH,,SOLE,,29138,0,1545,0001291422-14-000004
JOHNSON & JOHNSON COM,COMMON STOCK,478160104,25,230,SH,,DFND,,230,0,0,0001291422-14-000004
JOHNSON & JOHNSON COM,COMMON STOCK,478160104,37,350,SH,,OTR,,350,0,0,0001291422-14-000004
"JOHNSON CONTROLS, INC.",COMMON STOCK,478366107,7634,173502,SH,,SOLE,,169352,0,4150,0001291422-14-000004
"JOHNSON CONTROLS, INC.",COMMON STOCK,478366107,122,2780,SH,,OTR,,2780,0,0,0001291422-14-000004
JP MORGAN CHASE,CORPORATE BONDS,46623EJY6,249,250000,PRN,,SOLE,,250000,0,0,0001291422-14-000004
JP MORGAN CHASE & COMPANY,COMMON STOCK,46625H100,11694,194130,SH,,SOLE,,187475,0,6655,0001291422-14-000004
JP MORGAN CHASE & COMPANY,COMMON STOCK,46625H100,170,2821,SH,,OTR,,2821,0,0,0001291422-14-000004
JP MORGAN CHASE & COMPANY,CORPORATE BONDS,46625HHX1,311,300000,PRN,,SOLE,,300000,0,0,0001291422-14-000004
KENT OH CITY SCH DIST,MUNICIPAL OBLIG,490656LD5,919,800000,PRN,,SOLE,,800000,0,0,0001291422-14-000004
KENTUCKY ST PROPERTY & BLDGS,MUNICIPAL OBLIG,49151FAW0,305,300000,PRN,,SOLE,,300000,0,0,0001291422-14-000004
KRAFT FOODS GROUP INC,COMMON STOCK,50076Q106,2976,52769,SH,,SOLE,,49870,0,2899,0001291422-14-000004
KRAFT FOODS GROUP INC,COMMON STOCK,50076Q106,24,425,SH,,DFND,,425,0,0,0001291422-14-000004
LAUDUS GROWTH INVESTORS,MUTUAL FUNDS -,51855Q549,47421,2477591,SH,,SOLE,,2459216,0,18375,0001291422-14-000004
LAUDUS GROWTH INVESTORS,MUTUAL FUNDS -,51855Q549,651,34020,SH,,OTR,,34020,0,0,0001291422-14-000004
LAZARD EMERGING MARKETS,MUTUAL FUNDS -,52106N764,795,40803,SH,,SOLE,,40803,0,0,0001291422-14-000004
"LEGGETT & PLATT, INCORPORATED",COMMON STOCK,524660107,3498,100161,SH,,SOLE,,95040,0,5121,0001291422-14-000004
"LEGGETT & PLATT, INCORPORATED",COMMON STOCK,524660107,26,751,SH,,DFND,,751,0,0,0001291422-14-000004
LITHIA MOTORS INC - CL A,COMMON STOCK,536797103,300,3960,SH,,SOLE,,3960,0,0,0001291422-14-000004
LOCKHEED MARTIN CORPORATION -,COMMON STOCK,539830109,5262,28788,SH,,SOLE,,27670,0,1118,0001291422-14-000004
LOCKHEED MARTIN CORPORATION -,COMMON STOCK,539830109,31,168,SH,,DFND,,168,0,0,0001291422-14-000004
LOWES COS INC COM,COMMON STOCK,548661107,9948,187988,SH,,SOLE,,182753,0,5235,0001291422-14-000004
LOWES COS INC COM,COMMON STOCK,548661107,294,5549,SH,,OTR,,5549,0,0,0001291422-14-000004
LUCAS CNTY OH ECON DEV REVENUE,MUNICIPAL OBLIG,549306BY3,409,400000,PRN,,SOLE,,400000,0,0,0001291422-14-000004
LYONDELLBASELL INDUSTRIES NV,COMMON STOCK,N53745100,11112,102260,SH,,SOLE,,99985,0,2275,0001291422-14-000004
LYONDELLBASELL INDUSTRIES NV,COMMON STOCK,N53745100,120,1100,SH,,OTR,,1100,0,0,0001291422-14-000004
M & I MARSHALL & ILSLEY,CORPORATE BONDS,55259PAE6,1028,1000000,PRN,,SOLE,,1000000,0,0,0001291422-14-000004
MARSH & MCLENNAN COS INC,COMMON STOCK,571748102,209,4000,SH,,SOLE,,4000,0,0,0001291422-14-000004
MATTEL INC COM,COMMON STOCK,577081102,1269,41410,SH,,SOLE,,41410,0,0,0001291422-14-000004
"MAXIM INTEGRATED PRODUCTS, INC.",COMMON STOCK,57772K101,2732,90331,SH,,SOLE,,85390,0,4941,0001291422-14-000004
"MAXIM INTEGRATED PRODUCTS, INC.",COMMON STOCK,57772K101,22,723,SH,,DFND,,723,0,0,0001291422-14-000004
MERCK & CO INC NEW,COMMON STOCK,58933Y105,18766,316571,SH,,SOLE,,306396,0,10175,0001291422-14-000004
MERCK & CO INC NEW,COMMON STOCK,58933Y105,27,450,SH,,DFND,,450,0,0,0001291422-14-000004
MERCK & CO INC NEW,COMMON STOCK,58933Y105,194,3266,SH,,OTR,,3266,0,0,0001291422-14-000004
MEREDITH CORP,COMMON STOCK,589433101,2280,53278,SH,,SOLE,,50623,0,2655,0001291422-14-000004
MEREDITH CORP,COMMON STOCK,589433101,19,440,SH,,DFND,,440,0,0,0001291422-14-000004
METROPOLITAN WEST,MUTUAL FUNDS -,592905848,862,85247,SH,,SOLE,,85247,0,0,0001291422-14-000004
MFS EMERGING MARKETS,MUTUAL FUNDS -,55273E640,786,52522,SH,,SOLE,,45630,0,6892,0001291422-14-000004
MICROCHIP TECHNOLOGY INC COM,COMMON STOCK,595017104,3018,63890,SH,,SOLE,,60465,0,3425,0001291422-14-000004
MICROCHIP TECHNOLOGY INC COM,COMMON STOCK,595017104,24,515,SH,,DFND,,515,0,0,0001291422-14-000004
MICROSOFT CORP COM,COMMON STOCK,594918104,1225,26425,SH,,SOLE,,26425,0,0,0001291422-14-000004
MICROSOFT CORP COM,COMMON STOCK,594918104,28,600,SH,,OTR,,600,0,0,0001291422-14-000004
MILWAUKEE WI,MUNICIPAL OBLIG,602366QA7,273,250000,PRN,,SOLE,,250000,0,0,0001291422-14-000004
MOBILEYE NV,COMMON STOCK,N51488117,344,6425,SH,,SOLE,,6425,0,0,0001291422-14-000004
MONONA WI,MUNICIPAL OBLIG,610100UZ0,323,300000,PRN,,SOLE,,300000,0,0,0001291422-14-000004
MORAINE VALLEY #524,MUNICIPAL OBLIG,216129EY8,674,665000,PRN,,SOLE,,665000,0,0,0001291422-14-000004
MORGAN STANLEY,CORPORATE BONDS,61747YCL7,303,300000,PRN,,SOLE,,300000,0,0,0001291422-14-000004
NATIONAL RURAL UTILITIES,CORPORATE BONDS,637432MU6,427,430000,PRN,,SOLE,,430000,0,0,0001291422-14-000004
NATL CITY BANK,CORPORATE BONDS,63534PAG2,522,470000,PRN,,SOLE,,470000,0,0,0001291422-14-000004
NEW YORK CITY NY,MUNICIPAL OBLIG,64971QQY2,509,500000,PRN,,SOLE,,500000,0,0,0001291422-14-000004
NIMBLE STORAGE INC,COMMON STOCK,65440R101,242,9315,SH,,SOLE,,9315,0,0,0001291422-14-000004
NOVARTIS AG,COMMON STOCK,66987V109,4492,47721,SH,,SOLE,,46256,0,1465,0001291422-14-000004
NOVARTIS AG,COMMON STOCK,66987V109,27,285,SH,,DFND,,285,0,0,0001291422-14-000004
NUCOR CORP COM,COMMON STOCK,670346105,1118,20600,SH,,SOLE,,20600,0,0,0001291422-14-000004
NUVEEN,MUTUAL FUNDS -,67065Q400,111,12026,SH,,SOLE,,12026,0,0,0001291422-14-000004
NXP SEMICONDUCTORS NV,COMMON STOCK,N6596X109,5468,79903,SH,,SOLE,,77043,0,2860,0001291422-14-000004
NXP SEMICONDUCTORS NV,COMMON STOCK,N6596X109,80,1175,SH,,OTR,,1175,0,0,0001291422-14-000004
OLD DOMINION FREIGHT LINE,COMMON STOCK,679580100,320,4535,SH,,SOLE,,4535,0,0,0001291422-14-000004
OPPENHEIMER,MUTUAL FUNDS -,68380L407,24119,672415,SH,,SOLE,,649540,0,22875,0001291422-14-000004
OPPENHEIMER,MUTUAL FUNDS -,68380L407,292,8141,SH,,OTR,,8141,0,0,0001291422-14-000004
OPPENHEIMER DEVELOPING MARKETS,MUTUAL FUNDS -,683974109,388,9991,SH,,SOLE,,9991,0,0,0001291422-14-000004
OPPENHEIMER DEVELOPING MARKETS,MUTUAL FUNDS -,683974505,12708,330759,SH,,SOLE,,315886,0,14873,0001291422-14-000004
OPPENHEIMER DEVELOPING MARKETS,MUTUAL FUNDS -,683974505,115,2994,SH,,OTR,,2994,0,0,0001291422-14-000004
OPPENHEIMER INTERNATIONAL,MUTUAL FUNDS -,68380T509,1180,196386,SH,,SOLE,,171633,0,24753,0001291422-14-000004
ORACLE CORP COM,COMMON STOCK,68389X105,1531,40000,SH,,SOLE,,40000,0,0,0001291422-14-000004
PEPSICO INC COM,COMMON STOCK,713448108,32785,352182,SH,,SOLE,,349247,0,2935,0001291422-14-000004
PEPSICO INC COM,COMMON STOCK,713448108,206,2210,SH,,OTR,,2210,0,0,0001291422-14-000004
PEPSICO INC COM,CORPORATE BONDS,713448CE6,376,375000,PRN,,SOLE,,375000,0,0,0001291422-14-000004
PFIZER INC COM,COMMON STOCK,717081103,3423,115748,SH,,SOLE,,111001,0,4747,0001291422-14-000004
PFIZER INC COM,COMMON STOCK,717081103,20,685,SH,,DFND,,685,0,0,0001291422-14-000004
PFIZER INC COM,CORPORATE BONDS,717081DA8,256,250000,PRN,,SOLE,,250000,0,0,0001291422-14-000004
"PHARMACYCLICS, INC",COMMON STOCK,716933106,289,2465,SH,,SOLE,,2465,0,0,0001291422-14-000004
PNC FINANCIAL SERVICES GROUP,COMMON STOCK,693475105,8997,105129,SH,,SOLE,,100999,0,4130,0001291422-14-000004
PNC FINANCIAL SERVICES GROUP,COMMON STOCK,693475105,137,1596,SH,,OTR,,1596,0,0,0001291422-14-000004
PNC FUNDING CORP,CORPORATE BONDS,693476BF9,297,250000,PRN,,SOLE,,250000,0,0,0001291422-14-000004
PNC FUNDING CORP,CORPORATE BONDS,693476BG7,207,200000,PRN,,SOLE,,200000,0,0,0001291422-14-000004
POLARIS INDUSTRIES INC,COMMON STOCK,731068102,9264,61848,SH,,SOLE,,60513,0,1335,0001291422-14-000004
POLARIS INDUSTRIES INC,COMMON STOCK,731068102,146,975,SH,,OTR,,975,0,0,0001291422-14-000004
PRECISION CASTPARTS CORP,COMMON STOCK,740189105,13637,57568,SH,,SOLE,,56143,0,1425,0001291422-14-000004
PRECISION CASTPARTS CORP,COMMON STOCK,740189105,212,893,SH,,OTR,,893,0,0,0001291422-14-000004
PRIMECAP,MUTUAL FUNDS -,74160Q202,17267,541120,SH,,SOLE,,533144,0,7976,0001291422-14-000004
PRIMECAP,MUTUAL FUNDS -,74160Q202,191,5993,SH,,OTR,,5993,0,0,0001291422-14-000004
PROCTER & GAMBLE,COMMON STOCK,742718109,15966,190666,SH,,SOLE,,185946,0,4720,0001291422-14-000004
PROCTER & GAMBLE,COMMON STOCK,742718109,21,245,SH,,DFND,,245,0,0,0001291422-14-000004
PROCTER & GAMBLE,COMMON STOCK,742718109,231,2757,SH,,OTR,,2757,0,0,0001291422-14-000004
"PULTE HOMES, INC",COMMON STOCK,745867101,259,14675,SH,,SOLE,,14675,0,0,0001291422-14-000004
PUTNAM TAX-FREE INCOME TRUST,MUTUAL FUNDS -,746872878,1345,107954,SH,,SOLE,,81727,0,26227,0001291422-14-000004
Q LOTUS HOLDINGS INC,COMMON STOCK,74733U102,2,240000,SH,,SOLE,,240000,0,0,0001291422-14-000004
QUALCOMM INC COM,COMMON STOCK,747525103,8160,109130,SH,,SOLE,,105900,0,3230,0001291422-14-000004
QUALCOMM INC COM,COMMON STOCK,747525103,313,4190,SH,,OTR,,4190,0,0,0001291422-14-000004
RIDGEWORTH,MUTUAL FUNDS -,76628R599,1061,74366,SH,,SOLE,,74366,0,0,0001291422-14-000004
RIDGEWORTH,MUTUAL FUNDS -,76628R664,5669,321739,SH,,SOLE,,321739,0,0,0001291422-14-000004
RIDGEWORTH,MUTUAL FUNDS -,76628R672,42330,2383462,SH,,SOLE,,2364091,0,19371,0001291422-14-000004
RIDGEWORTH,MUTUAL FUNDS -,76628R672,624,35110,SH,,OTR,,35110,0,0,0001291422-14-000004
RIO RANCHO NEW MEXICO,MUNICIPAL OBLIG,767169DQ5,347,350000,PRN,,SOLE,,350000,0,0,0001291422-14-000004
ROSEMONT IL,MUNICIPAL OBLIG,777543TF6,254,250000,PRN,,SOLE,,250000,0,0,0001291422-14-000004
ROYAL DUTCH SHELL PLC-ADR,COMMON STOCK,780259206,2446,32124,SH,,SOLE,,30174,0,1950,0001291422-14-000004
ROYAL DUTCH SHELL PLC-ADR,COMMON STOCK,780259206,17,225,SH,,DFND,,225,0,0,0001291422-14-000004
"RPM INTERNATIONAL, INC",COMMON STOCK,749685103,206,4500,SH,,SOLE,,4500,0,0,0001291422-14-000004
SALIX PHARMACEUTICALS LTD,COMMON STOCK,795435106,287,1840,SH,,SOLE,,1840,0,0,0001291422-14-000004
SCHLUMBERGER LTD COM,COMMON STOCK,806857108,211,2073,SH,,SOLE,,2073,0,0,0001291422-14-000004
SEAGATE TECHNOLOGY,COMMON STOCK,G7945M107,3561,62173,SH,,SOLE,,58658,0,3515,0001291422-14-000004
SEAGATE TECHNOLOGY,COMMON STOCK,G7945M107,29,515,SH,,DFND,,515,0,0,0001291422-14-000004
SENTINEL COMMON CLASS A,MUTUAL FUNDS -,817270309,9044,200524,SH,,SOLE,,200524,0,0,0001291422-14-000004
SENTINEL COMMON CLASS A,MUTUAL FUNDS -,817270309,300,6658,SH,,DFND,,6658,0,0,0001291422-14-000004
SENTINEL COMMON CLASS I,MUTUAL FUNDS -,81728B700,2645,58691,SH,,SOLE,,58691,0,0,0001291422-14-000004
SILICA HOLDINGS INC,COMMON STOCK,90346E103,375,6005,SH,,SOLE,,6005,0,0,0001291422-14-000004
SPDRR S&P DIVIDEND ETF,COMMON STOCK,78464A763,260,3464,SH,,SOLE,,0,0,3464,0001291422-14-000004
STARBUCKS CORPORATION,COMMON STOCK,855244109,476,6307,SH,,SOLE,,6307,0,0,0001291422-14-000004
SUN PRAIRIE WI,MUNICIPAL OBLIG,866854MS8,278,275000,PRN,,SOLE,,275000,0,0,0001291422-14-000004
SUN PRAIRIE WI,MUNICIPAL OBLIG,866854NY4,245,245000,PRN,,SOLE,,245000,0,0,0001291422-14-000004
TCW SELECT EQUITIES,MUTUAL FUNDS -,87234N732,6039,247605,SH,,SOLE,,247605,0,0,0001291422-14-000004
THE RUSH CREEK LAND & LIVE STOCK,CLOSELY HELD ST,SU0002232,397,662,SH,,SOLE,,662,0,0,0001291422-14-000004
THOMSON REUTERS CORPORATION,COMMON STOCK,884903105,2424,66582,SH,,SOLE,,62937,0,3645,0001291422-14-000004
THOMSON REUTERS CORPORATION,COMMON STOCK,884903105,20,550,SH,,DFND,,550,0,0,0001291422-14-000004
TIMKENSTEEL CORP,COMMON STOCK,887399103,282,6066,SH,,SOLE,,6066,0,0,0001291422-14-000004
TOYOTA MOTOR CORP. - SPON ADR,COMMON STOCK,892331307,249,2115,SH,,SOLE,,2115,0,0,0001291422-14-000004
TOYOTA MTR CRED,CORPORATE BONDS,89233P6S0,248,250000,PRN,,SOLE,,250000,0,0,0001291422-14-000004
"TRINITY INDUSTRIES, INC.",COMMON STOCK,896522109,293,6265,SH,,SOLE,,6265,0,0,0001291422-14-000004
UBIQUITI NETWORKS INC,COMMON STOCK,90347A100,222,5905,SH,,SOLE,,5905,0,0,0001291422-14-000004
UNION CNTY NJ UTILITIES AUTH,MUNICIPAL OBLIG,906365EG2,255,250000,PRN,,SOLE,,250000,0,0,0001291422-14-000004
UNION PAC CORP COM,COMMON STOCK,907818108,9888,91199,SH,,SOLE,,88529,0,2670,0001291422-14-000004
UNION PAC CORP COM,COMMON STOCK,907818108,139,1283,SH,,OTR,,1283,0,0,0001291422-14-000004
UNITED RENTALS,COMMON STOCK,911363109,12595,113368,SH,,SOLE,,110218,0,3150,0001291422-14-000004
UNITED RENTALS,COMMON STOCK,911363109,153,1375,SH,,OTR,,1375,0,0,0001291422-14-000004
UNITREND INC,COMMON STOCK,913273991,0,11000,SH,,SOLE,,11000,0,0,0001291422-14-000004
US BANCORP INC,CORPORATE BONDS,91159HHB9,766,745000,PRN,,SOLE,,500000,0,245000,0001291422-14-000004
US BANK N.A. NOTES,CORPORATE BONDS,90331HKP7,326,325000,PRN,,SOLE,,325000,0,0,0001291422-14-000004
UTAH ST BRD OF RGTS,MUNICIPAL OBLIG,91754RPZ4,274,250000,PRN,,SOLE,,250000,0,0,0001291422-14-000004
VANGUARD,MUTUAL FUNDS -,921937702,165,15740,SH,,SOLE,,15194,0,546,0001291422-14-000004
VANGUARD,MUTUAL FUNDS -,921946109,17307,593924,SH,,SOLE,,586024,0,7900,0001291422-14-000004
VANGUARD,MUTUAL FUNDS -,921946109,188,6467,SH,,OTR,,6467,0,0,0001291422-14-000004
VANGUARD,COMMON STOCK,922042775,408,8294,SH,,SOLE,,8294,0,0,0001291422-14-000004
VANGUARD,COMMON STOCK,922042858,416,9968,SH,,SOLE,,9968,0,0,0001291422-14-000004
VANGUARD,COMMON STOCK,922908363,397,2201,SH,,SOLE,,2201,0,0,0001291422-14-000004
VANGUARD,MUTUAL FUNDS -,922908645,487,3352,SH,,SOLE,,3336,0,16,0001291422-14-000004
VANGUARD,MUTUAL FUNDS -,922908686,592,11161,SH,,SOLE,,11118,0,43,0001291422-14-000004
VANGUARD,MUTUAL FUNDS -,922908710,2453,13480,SH,,SOLE,,13375,0,105,0001291422-14-000004
VANGUARD,MUTUAL FUNDS -,922908710,60,332,SH,,OTR,,332,0,0,0001291422-14-000004
VERIZON COMMUNICATIONS,COMMON STOCK,92343V104,4353,87068,SH,,SOLE,,84008,0,3060,0001291422-14-000004
VERIZON COMMUNICATIONS,COMMON STOCK,92343V104,22,440,SH,,DFND,,440,0,0,0001291422-14-000004
VERIZON COMMUNICATIONS,COMMON STOCK,92343V104,78,1560,SH,,OTR,,1560,0,0,0001291422-14-000004
VMWARE INC - CLASS A,COMMON STOCK,928563402,9465,100867,SH,,SOLE,,97212,0,3655,0001291422-14-000004
VMWARE INC - CLASS A,COMMON STOCK,928563402,132,1409,SH,,OTR,,1409,0,0,0001291422-14-000004
VOYA REAL ESTATE,MUTUAL FUNDS -,92913K595,1584,81210,SH,,SOLE,,81210,0,0,0001291422-14-000004
WALGREEN CO COM,COMMON STOCK,931422109,56,937,SH,,SOLE,,937,0,0,0001291422-14-000004
WALGREEN CO COM,COMMON STOCK,931422109,177,2985,SH,,OTR,,2985,0,0,0001291422-14-000004
WATERTOWN WI UNIF SCH DIST,MUNICIPAL OBLIG,942221GE6,247,250000,PRN,,SOLE,,250000,0,0,0001291422-14-000004
WATSCO INC,COMMON STOCK,942622200,271,3145,SH,,SOLE,,3145,0,0,0001291422-14-000004
WELLS FARGO & COMPANY,COMMON STOCK,949746101,8163,157375,SH,,SOLE,,151815,0,5560,0001291422-14-000004
WELLS FARGO & COMPANY,COMMON STOCK,949746101,104,2000,SH,,DFND,,2000,0,0,0001291422-14-000004
